,chain,protocol,protocol_category,protocol_chains,protocol_mcaptvl,protocol_tvl,protocol_mcap,protocol_strikeTvl
182,Avalanche,MarginSwap,Dexes,"['Avalanche', 'Ethereum', 'Polygon', 'BSC']",0.08041575942525907,2494892.9784631,200628.7135478567,False
183,Avalanche,InsurAce,Insurance,"['Ethereum', 'Avalanche', 'Polygon', 'BSC']",2.0199600634643216,2449914.662031617,4948729.776199557,False
184,Avalanche,Waterfall DeFi,Yield Aggregator,"['Avalanche', 'BSC']",0.01656913554871792,2397169.5427824305,39719.027087620256,True
185,Avalanche,Axial,Dexes,['Avalanche'],0.013338391453774384,2256525.2147142305,30098.4166391707,False
186,Avalanche,Nereus Finance,Lending,['Avalanche'],6.285645920337979,1435394.1414733622,9022379.329429075,False
187,Avalanche,StakeDAO,Yield,"['Ethereum', 'Polygon', 'Avalanche', 'BSC']",12.841881114405032,1416062.4247227681,18184905.308865912,True
188,Avalanche,Iron Bank,Lending,"['Ethereum', 'Avalanche', 'Optimism', 'Fantom']",0.20656256533047163,1343484.3558035514,277513.5750161377,False
189,Avalanche,Sushi,,"['Ethereum', 'Arbitrum', 'Polygon', 'Gnosis', 'Fantom', 'Boba', 'Celo', 'Arbitrum Nova', 'Avalanche', 'BSC', 'Harmony', 'Moonriver', 'Boba_Bnb', 'Telos', 'Fuse', 'Boba_Avax', 'OKExChain', 'Heco', 'Palm', 'Optimism', 'Moonbeam', 'Bittorrent', 'Kava', 'Metis']",,1222527.870174071,,True
190,Avalanche,Abracadabra,CDP,"['Ethereum', 'Arbitrum', 'Avalanche', 'Fantom']",73.51153363817305,1165928.373762189,85709182.86751956,False
191,Avalanche,Team Finance,Launchpad,"['Ethereum', 'BSC', 'Avalanche', 'Polygon', 'Kava']",26.827673413378264,1054167.9100006388,28280872.41236067,False
192,Avalanche,Zookeeper,Yield,"['Wanchain', 'Avalanche']",3.1658183913440823,982910.3790769107,3111715.7551246677,False
193,Fantom,SpookySwap,Dexes,['Fantom'],0.19400267105100005,98300008.30725431,19070464.17594283,False
194,Fantom,Beethoven X,Dexes,"['Fantom', 'Optimism']",0.18943944976028781,47345120.67909375,8969033.610281944,False
195,Fantom,Geist Finance,Lending,['Fantom'],0.20356340982168383,46490690.23621612,9463803.429447817,False
196,Fantom,Beefy,Yield Aggregator,"['Optimism', 'Polygon', 'BSC', 'Ethereum', 'Arbitrum', 'Fantom', 'Canto', 'Avalanche', 'Kava', 'Cronos', 'Metis', 'Moonbeam', 'Moonriver', 'Fuse', 'Oasis', 'Aurora', 'Celo', 'Harmony', 'Heco']",1.0615718053936423,37017716.949329995,39296964.61345107,True
197,Fantom,Equalizer Exchange,Dexes,['Fantom'],0.06467914612255868,33955808.04243171,2196232.670085994,False
198,Fantom,Curve,Dexes,"['Ethereum', 'Optimism', 'Arbitrum', 'Polygon', 'Fantom', 'Gnosis', 'Celo', 'Avalanche', 'Kava', 'Moonbeam', 'Aurora', 'Harmony']",31.788060344780863,24380008.336926762,774993176.2204884,False
199,Fantom,Spartacus,Reserve Currency,['Fantom'],,23273594.425996494,0.0,False
200,Fantom,Stargate,Cross Chain,"['Ethereum', 'Arbitrum', 'Optimism', 'Avalanche', 'BSC', 'Polygon', 'Fantom', 'Metis', 'Goerli']",5.741418688435918,21615584.414990734,124104120.32169199,False
201,Fantom,Hector Network,Dexes,"['Fantom', 'Ethereum', 'BSC']",0.34359323495055455,19617839.36771564,6740556.891093759,False
202,Fantom,Tarot,Lending,"['Fantom', 'Optimism', 'BSC', 'Arbitrum', 'Kava', 'Ethereum']",0.29602343536553716,18650064.026004538,5520856.022765084,False
203,Fantom,Yearn Finance,Yield Aggregator,"['Ethereum', 'Fantom', 'Optimism', 'Arbitrum']",16.24117968466773,17991342.4384332,292200625.3109817,True
204,Fantom,Fantohm,Reserve Currency,"['Fantom', 'Ethereum', 'Moonriver', 'BSC', 'Boba']",0.09180998615277476,16997852.691702005,1560572.6202520663,False
205,Fantom,Mummy Finance,Derivatives,"['Fantom', 'Optimism']",0.6789623328714941,14197581.502857257,9639623.058313137,False
206,Fantom,Scream,Lending,['Fantom'],0.07805771036853447,11961762.07691298,933707.7596969927,False
207,Fantom,Stader,Liquid Staking,"['Ethereum', 'Hedera', 'BSC', 'Fantom', 'Near', 'Terra2']",2.1847968548647603,11794724.068369098,25769076.048570495,True
208,Fantom,SpiritSwap,,['Fantom'],,11455358.704487897,,False
209,Fantom,Liquid Driver,Yield,"['Fantom', 'BSC']",0.7028932953417375,10175698.998929966,7152430.601763504,True
210,Fantom,Reaper Farm,Yield Aggregator,"['Optimism', 'Fantom', 'BSC', 'Arbitrum']",3.4085127628042846,10135701.716376526,34547668.660246685,True
211,Fantom,QiDao,CDP,"['Polygon', 'Fantom', 'Optimism', 'Ethereum', 'Metis', 'Arbitrum', 'Avalanche', 'BSC', 'Moonbeam', 'Gnosis', 'Harmony', 'Moonriver']",0.7290244139089623,9036173.21734508,6587590.883754859,False
212,Fantom,Tomb Finance,,['Fantom'],,7959136.91794554,,False
213,Fantom,Yoshi Exchange,Dexes,"['Fantom', 'BSC']",2.036938423676082,7774885.734368315,15836963.492025852,False
214,Fantom,Granary Finance,Lending,"['Fantom', 'Optimism', 'Metis', 'Arbitrum', 'Avalanche', 'BSC', 'Ethereum']",,6875511.927133072,,False
215,Fantom,WigoSwap,Dexes,['Fantom'],1.322798654537739,5391123.586636565,7131371.026849518,False
216,Fantom,Sushi,,"['Ethereum', 'Arbitrum', 'Polygon', 'Gnosis', 'Fantom', 'Boba', 'Celo', 'Arbitrum Nova', 'Avalanche', 'BSC', 'Harmony', 'Moonriver', 'Boba_Bnb', 'Telos', 'Fuse', 'Boba_Avax', 'OKExChain', 'Heco', 'Palm', 'Optimism', 'Moonbeam', 'Bittorrent', 'Kava', 'Metis']",,4811358.876863754,,True
217,Fantom,Alpaca Finance,,"['BSC', 'Fantom']",,4248157.426408025,,False
218,Fantom,Hundred Finance,Lending,"['Optimism', 'Fantom', 'Arbitrum', 'Moonriver', 'Gnosis', 'Polygon', 'Harmony', 'Ethereum']",0.39581594369869166,3032000.2658455805,1200114.0465203524,False
219,Fantom,Spartacus Exchange,Dexes,['Fantom'],,2600913.493457541,,False
220,Fantom,Morphex,Derivatives,['Fantom'],,2514575.6506403135,,False
221,Fantom,DEUS Finance,CDP,"['Fantom', 'Ethereum', 'Polygon']",8.701896347691953,2097170.365863768,18249359.14719772,False
222,Fantom,0xDAO,Yield,['Fantom'],,1885469.7778788293,0.0,True
223,Mixin,Bwatch,Services,['Mixin'],,281111522.97,0.0,False
224,Mixin,Pando,,['Mixin'],,141154742.87472582,,False
225,Mixin,ExinPool,Liquid Staking,['Mixin'],,15117923.98,,True
226,Mixin,Hodl Fox,Staking,['Mixin'],,1900504.38,,False
227,Mixin,Option Dance,Options,['Mixin'],,1076327.21,,False
228,Mixin,Ocean One,Dexes,['Mixin'],,839085.97,,False
229,Mixin,ExinSwap,Dexes,['Mixin'],,541141.54,,False
230,Cronos,VVS Finance,Dexes,['Cronos'],0.6518219081609359,197654934.4210782,128835816.51177184,False
231,Cronos,Tectonic,Lending,['Cronos'],0.2657894888957956,126353154.91848011,33583340.46615411,False
232,Cronos,Ferro,Dexes,['Cronos'],0.7877533554066383,36796993.34438171,28986954.97591243,False
233,Cronos,MM Finance,,"['Cronos', 'Polygon']",0.07849003638677716,17116419.985900063,1343468.427504656,True
234,Cronos,Veno Finance,Liquid Staking,['Cronos'],1.0901585336659851,4685742.603695026,5108202.285980404,True
235,Cronos,Single Finance,Yield,"['Cronos', 'Fantom']",,4451864.508506371,0.0,True
236,Cronos,Beefy,Yield Aggregator,"['Optimism', 'Polygon', 'BSC', 'Ethereum', 'Arbitrum', 'Fantom', 'Canto', 'Avalanche', 'Kava', 'Cronos', 'Metis', 'Moonbeam', 'Moonriver', 'Fuse', 'Oasis', 'Aurora', 'Celo', 'Harmony', 'Heco']",9.573745665206927,4104659.3452199996,39296964.61345107,True
237,Cronos,Fulcrom,Derivatives,['Cronos'],,2143316.0183983953,,False
238,Cronos,Mimas Finance,Lending,['Cronos'],0.9381007706101945,1944179.355073009,1823836.1511984207,False
239,Cronos,Argo Finance,Liquid Staking,['Cronos'],,1656878.7661521202,0.0,True
240,Cronos,Autofarm,Yield Aggregator,"['BSC', 'Polygon', 'Cronos', 'Fantom', 'Heco', 'Oasis', 'Avalanche', 'OKExChain', 'Moonriver', 'Celo', 'Harmony', 'Velas', 'Gnosis', 'Boba', 'Aurora', 'KCC', 'Wanchain', 'Evmos']",11.727750856746972,1646469.921657325,19309389.034324814,True
241,Cronos,Crodex,Dexes,['Cronos'],0.1975688803640112,1182733.7982485262,233671.39228863563,False
242,Cronos,CronaSwap,Dexes,['Cronos'],,862075.6746047534,0.0,False
243,Cronos,Annex,Lending,"['BSC', 'Cronos', 'Kava']",1.1780870964574646,785622.2578379682,925531.4446486895,False
244,Cronos,ACryptoS,Yield Aggregator,"['BSC', 'Optimism', 'Kava', 'Fantom', 'Ethereum', 'Arbitrum', 'Cronos', 'Moonbeam', 'Astar', 'Polygon', 'Avalanche', 'Gnosis', 'Moonriver', 'Harmony']",4.742714646744308,512178.49176,2429116.434617561,True
245,Cronos,Bored Candy City,Dexes,['Cronos'],,481170.24100745417,,False
246,Cronos,EmpireDEX,Dexes,"['BSC', 'Cronos', 'Empire', 'Fantom', 'Polygon', 'Ethereum', 'Avalanche', 'Gnosis', 'Kava']",,411773.5082441639,,False
247,Cronos,DexPad,Launchpad,"['Cronos', 'Polygon', 'Kava', 'Avalanche']",,327540.03215257346,0.0,False
248,Cronos,DarkCrypto,Algo-Stables,['Cronos'],0.8549453338926032,304910.3041639711,260681.64180076146,True
249,Cronos,DarkAuto,Yield Aggregator,"['Cronos', 'Dogechain']",,304565.2981916832,,True
250,Cronos,PhotonSwap Finance,Dexes,"['Cronos', 'Kava', 'Evmos']",,233296.26991199804,0.0,False
251,Cronos,RadioShack,Dexes,"['BSC', 'Ethereum', 'Avalanche', 'Polygon', 'Cronos', 'Optimism', 'Fantom', 'Dogechain']",18.685340315612944,127397.24210695982,2380460.8240390792,False
252,Cronos,Crow Finance,Dexes,['Cronos'],,102894.65257245702,,False
253,Cronos,Elk,Dexes,"['Polygon', 'Kava', 'Avalanche', 'BSC', 'Fantom', 'Elastos', 'Gnosis', 'Ethereum', 'Cronos', 'Arbitrum', 'Optimism', 'IoTeX', 'Telos', 'Fuse', 'KCC', 'Heco', 'Bittorrent', 'OKExChain', 'Moonriver', 'Harmony', 'Hoo']",20.085561906773968,95646.92535539455,1921122.240418366,False
254,Cronos,Darkness,Dexes,['Cronos'],0.4949008308924368,88822.43504146009,43958.29690390809,False
255,Cronos,DxSale,Launchpad,"['BSC', 'Ethereum', 'Arbitrum', 'Fantom', 'Polygon', 'Avalanche', 'CORE', 'Cronos', 'Heco', 'OKExChain', 'KCC', 'Celo', 'Harmony', 'Milkomeda C1', 'Bitgert', 'Dexit', 'Moonriver', 'Dogechain', 'Gnosis', 'smartBCH']",16.484458571083014,85676.76387728508,1412335.0646395674,False
256,Cronos,CGX Finance,Dexes,['Cronos'],,74961.89591024333,,False
257,Cronos,CGO Finance,Yield Aggregator,['Cronos'],,71317.1680066301,,True
258,Cronos,PinkSale,Launchpad,"['BSC', 'Ethereum', 'Avalanche', 'Polygon', 'Cronos', 'Fantom']",279.54378422861123,69344.94035344469,19384947.04350926,False
259,Cronos,Crystl Finance,Yield,"['Cronos', 'Polygon', 'BSC']",0.16041703323486547,68545.80025374333,10995.913917415195,True
260,DefiChain,DefiChain DEX,Dexes,['DefiChain'],1.6246379336321752,247613620.18521053,402282480.2368827,False
261,DefiChain,DefiChain Loans,Synthetics,['DefiChain'],,95202424.41214915,,False
262,Solana,Marinade Finance,Liquid Staking,['Solana'],0.06273237438544929,147002950.3408202,9221844.116545944,True
263,Solana,Lido,Liquid Staking,"['Ethereum', 'Solana', 'Moonbeam', 'Moonriver', 'Terra Classic']",36.44199240175601,57206277.39113472,2084710726.020478,True
264,Solana,Orca,Dexes,['Solana'],0.40474954991964135,47509669.230678335,19229517.23794809,False
265,Solana,Raydium,Dexes,['Solana'],1.264675843466065,38890366.86460692,49183707.51720146,False
266,Solana,Solend,Lending,['Solana'],0.5280715737298697,23098580.529627297,12197703.771206412,False
267,Solana,Atrix,Dexes,['Solana'],,18476608.418102354,,False
268,Solana,Quarry,Yield,['Solana'],,15829069.228496322,,True
269,Solana,Francium,Yield,['Solana'],,15683732.986628668,,True
270,Solana,Meteora,,['Solana'],,14924030.373770976,,True
271,Solana,Tulip Protocol,Yield,['Solana'],0.17302678740572197,13326402.617835036,2305824.6326391995,True
272,Solana,Cega,Exotic Options,['Solana'],,13201993.449329464,,False
273,Solana,01,Dexes,['Solana'],,12838755.098327907,,False
274,Solana,JPool,Liquid Staking,['Solana'],,12705806.549599342,0.0,True
275,Solana,Jito,Liquid Staking,['Solana'],,12115268.097606134,0.0,True
276,Solana,Saber,Dexes,['Solana'],0.1211583652864159,9942206.782083178,1204581.5210567152,False
277,Solana,Parrot Protocol,CDP,['Solana'],,9134207.027995294,0.0,False
278,Solana,Port Finance,Lending,['Solana'],0.16401283791120727,7395210.673756993,1212909.4895541356,False
279,Solana,Larix,Lending,['Solana'],,6927674.898622963,0.0,False
280,Solana,Kamino,Yield,['Solana'],,6715675.517118408,,True
281,Solana,DOOAR,Dexes,"['Solana', 'BSC']",,6404785.559382377,,False
282,Solana,FRAKT,NFT Lending,['Solana'],0.12792216409419102,5533921.895431682,707911.2647918481,False
283,Solana,Drift,Derivatives,['Solana'],,5346706.240944943,,False
284,Solana,OpenBook,Dexes,['Solana'],,4959666.279840522,,False
285,Solana,UXD,Algo-Stables,['Solana'],6.394742042809801,4552419.715905252,29111549.753815565,False
286,Solana,Lifinity,Dexes,['Solana'],,4204586.810257367,0.0,False
287,Solana,Hubble,CDP,['Solana'],0.9104596257874901,3396520.3663485353,3092394.661725276,False
288,Solana,Sunny,Yield,['Solana'],0.19810621595413522,2492682.5115368394,493815.89993561327,True
289,Solana,PsyOptions,Options,['Solana'],0.5514005144325064,2424094.2071909546,1336646.7928779512,False
290,Solana,Katana,Options Vault,['Solana'],,2360152.7312125596,,False
291,Solana,Zeta,Options,['Solana'],,2210689.856457076,,True
292,Kava,Kava Lend,Lending,['Kava'],0.29883762606374703,86887642.13734567,25965296.710600775,False
293,Kava,Kava Mint,CDP,['Kava'],,81789133.5708149,,False
294,Kava,Kava Earn,Yield Aggregator,['Kava'],,42768674.33820977,,True
295,Kava,Kava Liquid,Liquid Staking,['Kava'],,42740989.01222242,,True
296,Kava,Equilibre,Dexes,['Kava'],,24538901.800024156,,False
297,Kava,Mare Finance,Lending,['Kava'],,24493806.78006625,,False
298,Kava,Curve,Dexes,"['Ethereum', 'Optimism', 'Arbitrum', 'Polygon', 'Fantom', 'Gnosis', 'Celo', 'Avalanche', 'Kava', 'Moonbeam', 'Aurora', 'Harmony']",71.52503956162138,10835270.850186724,774993176.2204884,False
299,Kava,ACryptoS,Yield Aggregator,"['BSC', 'Optimism', 'Kava', 'Fantom', 'Ethereum', 'Arbitrum', 'Cronos', 'Moonbeam', 'Astar', 'Polygon', 'Avalanche', 'Gnosis', 'Moonriver', 'Harmony']",0.2347727439177393,10346671.3984,2429116.434617561,True
300,Kava,Beefy,Yield Aggregator,"['Optimism', 'Polygon', 'BSC', 'Ethereum', 'Arbitrum', 'Fantom', 'Canto', 'Avalanche', 'Kava', 'Cronos', 'Metis', 'Moonbeam', 'Moonriver', 'Fuse', 'Oasis', 'Aurora', 'Celo', 'Harmony', 'Heco']",6.758536727739422,5814419.03721,39296964.61345107,True
301,Kava,Kava Swap,Dexes,['Kava'],1.0245219978568854,4668469.999970929,4782950.21130515,False
302,Kava,Tarot,Lending,"['Fantom', 'Optimism', 'BSC', 'Arbitrum', 'Kava', 'Ethereum']",5.269657676274824,1047668.816823,5520856.022765084,False
303,Kava,Sushi Trident,Dexes,"['Bittorrent', 'Optimism', 'Polygon', 'Arbitrum', 'Kava', 'Metis', 'Avalanche', 'BSC']",,879414.7566390618,,False
304,Kava,Elk,Dexes,"['Polygon', 'Kava', 'Avalanche', 'BSC', 'Fantom', 'Elastos', 'Gnosis', 'Ethereum', 'Cronos', 'Arbitrum', 'Optimism', 'IoTeX', 'Telos', 'Fuse', 'KCC', 'Heco', 'Bittorrent', 'OKExChain', 'Moonriver', 'Harmony', 'Hoo']",4.997359470814601,384427.4664726512,1921122.240418366,False
305,Kava,Weld Finance,Farm,['Kava'],,321559.7242866251,,False
306,Kava,Kava Boost,Farm,['Kava'],,279540.65950945776,,False
307,Kava,Team Finance,Launchpad,"['Ethereum', 'BSC', 'Avalanche', 'Polygon', 'Kava']",200.0144825657311,141394.12331337895,28280872.41236067,False
308,Kava,FunDex,Dexes,"['Arbitrum', 'Kava', 'Optimism']",,120264.94156371738,,False
309,Kava,Blueshift,Dexes,"['Milkomeda C1', 'Milkomeda A1', 'Kava']",,103343.46599304,0.0,False
310,Kava,Surfswap,,['Kava'],,84273.92329992769,,False
311,Kava,Annex,Lending,"['BSC', 'Cronos', 'Kava']",11.109654757575553,83308.74944764414,925531.4446486895,False
312,Kava,KSwap,Dexes,['Kava'],,61025.69103644545,,False
313,Kava,Archly Finance,Dexes,"['Telos', 'Arbitrum', 'Optimism', 'BSC', 'Fantom', 'Polygon', 'Arbitrum Nova', 'Kava']",,21038.968553055645,,False
314,Kava,Lockless Protocol,Liquid Staking,"['Kava', 'Echelon']",,18232.003371257302,,True
315,Kava,Symbiosis Finance,Cross Chain,"['Ethereum', 'Boba', 'Avalanche', 'Boba_Bnb', 'BSC', 'Telos', 'Polygon', 'Kava', 'Boba_Avax', 'Aurora']",276.15937014100393,12989.771038852,3587246.988365223,False
316,Kava,Gamut Exchange,Dexes,['Kava'],,12672.530144885699,,False
317,Kava,ABcDeFX,Dexes,"['Kava', 'KCC', 'MultiVAC', 'Fantom', 'Echelon']",,12022.218311832332,,False
318,Kava,Router Protocol,Cross Chain,"['Polygon', 'Ethereum', 'BSC', 'Fantom', 'Avalanche', 'Arbitrum', 'Optimism', 'Kava', 'Aurora', 'Cronos', 'Harmony']",3642.521038512874,7517.22905474,27381664.983210694,False
319,Kava,Grim Finance,Yield,"['Fantom', 'Arbitrum', 'Kava', 'Avalanche', 'Polygon']",20.561515045093618,6135.157569999999,126148.13467957499,True
320,Kava,Kanvas,NFT Marketplace,['Kava'],,2836.5046041132778,,False
321,Kava,Jupiter Swap,Dexes,['Kava'],,1664.784875666516,,False
322,Klaytn,KlaySwap,Dexes,['Klaytn'],,117569274.86667885,0.0,False
323,Klaytn,Kleva Protocol,,['Klaytn'],,38979989.33498664,,True
324,Klaytn,KLAYstation,Liquid Staking,['Klaytn'],,31724295.81,,True
325,Klaytn,Stake.ly,Liquid Staking,['Klaytn'],,21761013.696837373,,True
326,Klaytn,NEOPIN,,"['Klaytn', 'Tron', 'Polygon']",,13008424.840467831,,True
327,Klaytn,Pangea Swap,Dexes,['Klaytn'],,10190039.095412174,,False
328,Klaytn,KlayBank,Lending,['Klaytn'],,7437564.274990244,,False
329,Klaytn,Kokonut Swap,Dexes,['Klaytn'],,4972262.693290208,,False
330,Klaytn,Kokoa Finance,CDP,['Klaytn'],,4702087.693159999,0.0,False
331,Klaytn,Klayportal,Staking,['Klaytn'],,4248950.602906967,,False
332,Klaytn,Klap,Lending,['Klaytn'],0.0035444891949260866,3795812.0958397184,13454.214959673625,False
333,Klaytn,Defi Kingdoms,Dexes,"['Klaytn', 'Harmony']",7.362850041682527,3584254.1222756817,26390325.613598272,False
334,Klaytn,ClaimSwap,Dexes,['Klaytn'],,3239146.97804,0.0,False
335,Klaytn,Eklipse Finance,Dexes,['Klaytn'],,1847041.9224310238,,False
336,Klaytn,BiFi,Lending,"['Bitcoin', 'BSC', 'Ethereum', 'Klaytn', 'Avalanche']",1.7675576622817886,1422714.1462678136,2514729.2904723673,False
337,Klaytn,Definix,Dexes,"['BSC', 'Klaytn']",,1168810.4911064324,0.0,False
338,Klaytn,Pala,Dexes,['Klaytn'],,627320.984926536,,False
339,Klaytn,Belt Finance,Yield,"['BSC', 'Heco', 'Klaytn']",5.108928848023922,532389.2727999999,2719938.914186397,True
340,Klaytn,Shoebill Finance,Lending,['Klaytn'],,470549.53475765494,,True
341,Klaytn,Mesher,Lending,"['Ethereum', 'Klaytn']",,347134.506208507,0.0,False
342,Klaytn,KLEX Finance,Dexes,['Klaytn'],,331172.810935284,,False
343,Klaytn,Electrik Finance,Yield Aggregator,['Klaytn'],,28326.86314346,,True
344,Klaytn,Qubit,Lending,"['BSC', 'Klaytn']",,17172.721735612038,0.0,False
345,Klaytn,Neuronswap,Dexes,['Klaytn'],,13672.755245035227,,False
346,Klaytn,Kumu Finance,Yield,['Klaytn'],,0.5260745125338064,0.0,True
347,Klaytn,Kronos DAO,Reserve Currency,['Klaytn'],,0.03293486156427203,,False
348,Klaytn,RHEA DAO,Reserve Currency,['Klaytn'],,0.0,,False
349,Klaytn,Swapscanner,Dexes,['Klaytn'],,0.0,,False
350,Klaytn,Ignite Finance,Reserve Currency,['Klaytn'],,0.0,,False
351,Klaytn,Zombie Network,Yield,['Klaytn'],,0.0,,True
352,Osmosis,Osmosis DEX,Dexes,['Osmosis'],2.7110240841820166,172100606.36023182,466568888.7449172,False
353,Osmosis,Mars Protocol,Lending,"['Osmosis', 'Terra Classic']",,6319826.266900837,0.0,False
354,Osmosis,ION DAO,Synthetics,['Osmosis'],10.747290387675815,1735294.64453184,18649715.452962365,False
355,Bitcoin,Lightning Network,Payments,['Bitcoin'],,154052651.12494782,,False
356,Bitcoin,BiFi,Lending,"['Bitcoin', 'BSC', 'Ethereum', 'Klaytn', 'Avalanche']",0.23647389499577612,10634278.640005,2514729.2904723673,False
357,Bitcoin,Mento,Algo-Stables,"['Celo', 'Ethereum', 'Bitcoin']",36.71035053255231,9025393.627917798,331325363.7751264,False
358,Bitcoin,BoringDAO,Cross Chain,"['Bitcoin', 'Litecoin', 'Ethereum', 'Metis', 'Doge', 'IoTeX', 'BSC', 'Aurora', 'Optimism', 'Arbitrum', 'Polygon', 'Avalanche', 'Fantom', 'Heco', 'OKExChain', 'KCC', 'Gnosis', 'Harmony', 'Oasis', 'Boba']",3.0413479052578136,1194144.9449608,3631810.226930736,False
359,Bitcoin,Bisq,Dexes,['Bitcoin'],,0.0,,False
360,Fusion,Chainge Finance,Dexes,['Fusion'],0.2086916178497536,167298196.19890964,34913731.22809595,False
361,Algorand,Algofi,,['Algorand'],,102158943.56782429,,False
362,Algorand,Folks Finance,,['Algorand'],,54736293.26933354,,True
363,Algorand,Lofty,RWA,['Algorand'],,26826334.385759998,,True
364,Algorand,Pact,Dexes,['Algorand'],,11617626.694868488,,False
365,Algorand,Tinyman,Dexes,['Algorand'],,10174639.31080985,,False
366,Algorand,GARD,CDP,['Algorand'],,4619282.127234933,,False
367,Algorand,Humble Defi,Dexes,['Algorand'],,3917125.480259596,,False
368,Algorand,AlgoRai Finance,Options Vault,['Algorand'],,943688.7646223095,,False
369,Algorand,Cometa,Yield,['Algorand'],,181208.18222135998,,True
370,Algorand,Yieldly,Yield,['Algorand'],,92262.02390798401,0.0,True
371,Algorand,Deflex,Dexes,['Algorand'],,65768.78831689869,,False
372,Algorand,pNetwork,Cross Chain,"['BSC', 'Ultra', 'Ethereum', 'Polygon', 'EOS', 'LBRY', 'Telos', 'Algorand', 'Arbitrum']",310.12990854030267,59043.343374288,18311106.68058162,False
373,Algorand,MessinaOne,Cross Chain,"['Ethereum', 'Algorand', 'Cronos']",,33541.4437676184,,False
374,Algorand,Algodex,Dexes,['Algorand'],,32153.3977102749,0.0,False
375,Algorand,xBacked,CDP,['Algorand'],,23573.310595807878,,False
376,Algorand,Deridex,Derivatives,['Algorand'],,325.98503516,,True
377,Algorand,Silo Protocol,Options Vault,['Algorand'],,99.113692717944,,False
378,Algorand,Algomint,Algo-Stables,['Algorand'],,63.063970803002,,False
379,Algorand,Opulous,Lending,['Algorand'],,0.0,43815881.14984783,False
380,Algorand,Notiboy,Services,['Algorand'],,0.0,,False
381,Celo,Mento,Algo-Stables,"['Celo', 'Ethereum', 'Bitcoin']",3.8489234038124005,86082607.78765954,331325363.7751264,False
382,Celo,Curve,Dexes,"['Ethereum', 'Optimism', 'Arbitrum', 'Polygon', 'Fantom', 'Gnosis', 'Celo', 'Avalanche', 'Kava', 'Moonbeam', 'Aurora', 'Harmony']",35.07241928910001,22096940.899122544,774993176.2204884,False
383,Celo,Moola Market,Lending,['Celo'],0.07262541155063187,5328619.675047095,386993.19689708954,False
384,Celo,Wrapped,Cross Chain,"['Ethereum', 'Celo']",,3680205.924611679,,False
385,Celo,Ubeswap,Dexes,['Celo'],0.41863003759393824,3230674.346020257,1352457.3229282321,False
386,Celo,Mobius Money,Dexes,['Celo'],,3189690.8783840425,0.0,False
387,Celo,Uniswap V3,Dexes,"['Ethereum', 'Arbitrum', 'Polygon', 'Optimism', 'BSC', 'Celo']",,1727390.1653716257,,False
388,Celo,Sushi,,"['Ethereum', 'Arbitrum', 'Polygon', 'Gnosis', 'Fantom', 'Boba', 'Celo', 'Arbitrum Nova', 'Avalanche', 'BSC', 'Harmony', 'Moonriver', 'Boba_Bnb', 'Telos', 'Fuse', 'Boba_Avax', 'OKExChain', 'Heco', 'Palm', 'Optimism', 'Moonbeam', 'Bittorrent', 'Kava', 'Metis']",,1286783.2415219946,,True
389,Celo,stCELO,Liquid Staking,['Celo'],,733229.0354825639,,True
390,Celo,Toucan Protocol,RWA,"['Polygon', 'Celo']",,521313.13999999996,,True
391,Celo,Poof Cash,Lending,['Celo'],,192327.59567494318,0.0,False
392,Celo,HaloFi,Services,"['Polygon', 'Celo']",,175184.897422004,,False
393,Celo,Immortal,Reserve Currency,['Celo'],,100501.44740714836,0.0,False
394,Celo,PoolTogether,Services,"['Optimism', 'Ethereum', 'Polygon', 'Avalanche', 'Celo', 'BSC']",41.238637280941866,82995.75168040078,3422631.6994071687,True
395,Celo,Beefy,Yield Aggregator,"['Optimism', 'Polygon', 'BSC', 'Ethereum', 'Arbitrum', 'Fantom', 'Canto', 'Avalanche', 'Kava', 'Cronos', 'Metis', 'Moonbeam', 'Moonriver', 'Fuse', 'Oasis', 'Aurora', 'Celo', 'Harmony', 'Heco']",515.1454527427803,76283.24079,39296964.61345107,True
396,Celo,Chee Finance,Lending,"['Meter', 'Celo', 'BSC']",,44980.5151862671,,False
397,Celo,Autofarm,Yield Aggregator,"['BSC', 'Polygon', 'Cronos', 'Fantom', 'Heco', 'Oasis', 'Avalanche', 'OKExChain', 'Moonriver', 'Celo', 'Harmony', 'Velas', 'Gnosis', 'Boba', 'Aurora', 'KCC', 'Wanchain', 'Evmos']",564.4884406231074,34206.8812126786,19309389.034324814,True
398,Celo,O3 Swap,Cross Chain,"['BSC', 'Ethereum', 'Polygon', 'Arbitrum', 'Optimism', 'Avalanche', 'Fantom', 'Cube', 'Bitgert', 'KCC', 'Metis', 'Gnosis', 'Celo', 'Astar']",159.09731722223893,16574.1,2636894.84537311,False
399,Celo,Symmetric,Dexes,"['Gnosis', 'Celo', 'Kava']",,15642.030174470836,0.0,False
400,Celo,DxSale,Launchpad,"['BSC', 'Ethereum', 'Arbitrum', 'Fantom', 'Polygon', 'Avalanche', 'CORE', 'Cronos', 'Heco', 'OKExChain', 'KCC', 'Celo', 'Harmony', 'Milkomeda C1', 'Bitgert', 'Dexit', 'Moonriver', 'Dogechain', 'Gnosis', 'smartBCH']",129.0585655336522,10943.365586000558,1412335.0646395674,False
401,Celo,Infinity Pad,Launchpad,"['BSC', 'Celo', 'Fuse']",6.5421564513954245,2394.2920058399422,15663.83289253027,False
